StockCode,Description,UnitPrice,Country
21733,RED HANGING HEART T-LIGHT HOLDER,3.154804177545692,United Kingdom
21735,TWO DOOR CURIO CABINET,12.381958762886597,United Kingdom
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,1.2533333333333334,United Kingdom
21738,COSY SLIPPER SHOES SMALL  RED,3.0692000000000004,United Kingdom
21739,COSY SLIPPER SHOES SMALL GREEN,2.763153153153153,United Kingdom
21741,COSY SLIPPER SHOES LARGE GREEN,3.8230000000000004,United Kingdom
21742,LARGE ROUND WICKER PLATTER,6.092795698924731,United Kingdom
21743,STAR PORTABLE TABLE LIGHT,3.765576923076923,United Kingdom
21744,SNOWFLAKE PORTABLE TABLE LIGHT,3.018692307692308,United Kingdom
21745,GAOLERS KEYS DECORATIVE GARDEN,3.967037037037037,United Kingdom
21746,SMALL RED RETROSPOT WINDMILL,1.4662337662337661,United Kingdom
21747,SMALL SKULL WINDMILL,1.5069090909090908,United Kingdom
21749,LARGE RED RETROSPOT WINDMILL,2.521958041958042,United Kingdom
21750,LARGE SKULL WINDMILL,2.6954166666666666,United Kingdom
21754,HOME BUILDING BLOCK WORD,6.620214917825537,United Kingdom
21755,LOVE BUILDING BLOCK WORD,6.692861635220125,United Kingdom
21756,BATH BUILDING BLOCK WORD,6.617573529411764,United Kingdom
21757,LIGHTHOUSE PRINTED METAL SIGN,4.95,United Kingdom
21758,VINTAGE SHELLS PRINT,9.541212121212121,United Kingdom
21761,WOOD AND GLASS MEDICINE CABINET,27.227272727272727,United Kingdom
21763,VINTAGE WOODEN BAR STOOL,15.692857142857141,United Kingdom
21765,UNKNOWN,0.0,United Kingdom
21769,VINTAGE POST OFFICE CABINET,44.24,United Kingdom
21770,OPEN CLOSED METAL SIGN,5.522974358974359,United Kingdom
21773,DECORATIVE ROSE BATHROOM BOTTLE,1.7692073170731706,United Kingdom
21774,DECORATIVE CATS BATHROOM BOTTLE,1.9173936170212764,United Kingdom
21775,DECORATIVE FLORE BATHROOM BOTTLE,1.8718571428571429,United Kingdom
21777,RECIPE BOX WITH METAL HEART,6.36,United Kingdom
21781,MA CAMPAGNE CUTLERY BOX,16.336666666666666,United Kingdom
21784,SHOE SHINE BOX,10.273399999999999,United Kingdom
21785,RAIN PONCHO,0.6942857142857142,United Kingdom
21786,POLKADOT RAIN HAT,0.6629914529914529,United Kingdom
21787,RAIN PONCHO RETROSPOT,1.0499601593625496,United Kingdom
21788,KIDS RAIN MAC BLUE,0.9053932584269663,United Kingdom
21789,KIDS RAIN MAC PINK,0.9401052631578948,United Kingdom
21790,VINTAGE SNAP CARDS,1.0150692225772098,United Kingdom
21791,VINTAGE HEADS AND TAILS CARD GAME,1.5020975609756098,United Kingdom
21792,CLASSIC FRENCH STYLE BASKET GREEN,4.98506329113924,United Kingdom
21793,CLASSIC FRENCH STYLE BASKET BROWN,4.52421052631579,United Kingdom
21794,CLASSIC FRENCH STYLE BASKET NATURAL,4.867522935779817,United Kingdom
21801,CHRISTMAS TREE DECORATION WITH BELL,0.416328125,United Kingdom
21802,CHRISTMAS TREE HEART DECORATION,0.45300546448087425,United Kingdom
21803,CHRISTMAS TREE STAR DECORATION,0.44659999999999994,United Kingdom
21804,WHITE CHRISTMAS GARLAND STARS TREES,3.504647887323944,United Kingdom
21805,UNKNOWN,0.0,United Kingdom
21806,UNKNOWN,0.0,United Kingdom
21807,WHITE CHRISTMAS STAR DECORATION,0.4433333333333333,United Kingdom
21808,"CHRISTMAS GARLAND STARS,TREES",3.463469387755102,United Kingdom
21809,CHRISTMAS HANGING TREE WITH BELL,0.9247580645161291,United Kingdom
21810,CHRISTMAS HANGING STAR WITH BELL,0.7456390977443609,United Kingdom
21811,CHRISTMAS HANGING HEART WITH BELL,0.9812451361867705,United Kingdom
21812,GARLAND WITH HEARTS AND BELLS,5.172718446601942,United Kingdom
21813,GARLAND WITH STARS AND BELLS,4.6665217391304346,United Kingdom
21814,HEART T-LIGHT HOLDER,1.6276470588235292,United Kingdom
21815,STAR  T-LIGHT HOLDER,1.9422580645161291,United Kingdom
21816,CHRISTMAS TREE T-LIGHT HOLDER,1.45,United Kingdom
21817,GLITTER CHRISTMAS TREE,0.5466666666666666,United Kingdom
21818,GLITTER CHRISTMAS HEART,0.599050279329609,United Kingdom
21819,GLITTER CHRISTMAS STAR,0.5407462686567164,United Kingdom
21820,GLITTER HEART GARLAND WITH BELLS,4.9480208333333335,United Kingdom
21821,GLITTER STAR GARLAND WITH BELLS,5.0465625,United Kingdom
21822,GLITTER CHRISTMAS TREE WITH BELLS,1.3249514563106797,United Kingdom
21823,PAINTED METAL HEART WITH HOLLY BELL,0.917196261682243,United Kingdom
21824,PAINTED METAL STAR WITH HOLLY BELLS,0.7726229508196721,United Kingdom
21825,UNKNOWN,0.0,United Kingdom
21826,EIGHT PIECE DINOSAUR SET,1.6366666666666667,United Kingdom
21827,EIGHT PIECE CREEPY CRAWLIE SET,0.9375,United Kingdom
21828,EIGHT PIECE SNAKE  SET,1.4801176470588235,United Kingdom
21829,DINOSAUR KEYRINGS ASSORTED,0.2584065934065934,United Kingdom
21830,ASSORTED CREEPY CRAWLIES,0.4387272727272727,United Kingdom
21832,CHOCOLATE CALCULATOR,2.3461499999999997,United Kingdom
21833,CAMOUFLAGE LED TORCH,2.0897674418604653,United Kingdom
21836,UNKNOWN,3.024,United Kingdom
21839,MUMMY MOUSE RED GINGHAM RIBBON,2.725,United Kingdom
21841,UNKNOWN,3.74,United Kingdom
21843,RED RETROSPOT CAKE STAND,12.441164383561643,United Kingdom
21844,RED RETROSPOT MUG,3.2864285714285715,United Kingdom
21845,DAIRY MAID STRIPE MUG,1.1215555555555556,United Kingdom
21846,PINK DIAMANTE PEN IN GIFT BOX,4.101634615384615,United Kingdom
21847,GREEN  DIAMANTE PEN IN GIFT BOX,2.7533333333333334,United Kingdom
21849,SILVER DIAMANTE PEN IN GIFT BOX,3.803823529411765,United Kingdom
21850,BLUE  DIAMANTE PEN IN GIFT BOX,4.300545454545454,United Kingdom
21851,LILAC DIAMANTE PEN IN GIFT BOX,4.154603174603174,United Kingdom
21854,UNKNOWN,0.0,United Kingdom
21858,UNKNOWN,0.0,United Kingdom
21864,UNION JACK FLAG PASSPORT COVER,2.859679144385027,United Kingdom
21865,PINK UNION JACK  PASSPORT COVER,2.5487037037037035,United Kingdom
21866,UNION JACK FLAG LUGGAGE TAG,1.9597938144329896,United Kingdom
21867,PINK UNION JACK  LUGGAGE TAG,1.5743076923076922,United Kingdom
21868,POTTING SHED TEA MUG,1.7063437499999998,United Kingdom
21870,I CAN ONLY PLEASE ONE PERSON MUG,1.5608284023668637,United Kingdom
21871,SAVE THE PLANET MUG,1.7964343163538876,United Kingdom
21872,GLAMOROUS  MUG,1.664344827586207,United Kingdom
21873,IF YOU CAN'T STAND THE HEAT MUG,1.5966666666666667,United Kingdom
21874,GIN AND TONIC MUG,1.997185430463576,United Kingdom
21875,KINGS CHOICE MUG,1.815064935064935,United Kingdom
21876,POTTERING MUG,2.0722448979591834,United Kingdom
21877,HOME SWEET HOME MUG,1.700794520547945,United Kingdom
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,1.0894782608695652,United Kingdom
21879,HEARTS GIFT TAPE,0.5863157894736841,United Kingdom
21880,RED RETROSPOT TAPE,0.4847520661157025,United Kingdom
21881,CUTE CATS TAPE,0.6788607594936709,United Kingdom
21882,SKULLS TAPE,0.6367605633802818,United Kingdom
21883,STARS GIFT TAPE,0.6411940298507462,United Kingdom
21884,CAKES AND BOWS GIFT  TAPE,0.761505376344086,United Kingdom
21888,BINGO SET,4.663307493540052,United Kingdom
21889,WOODEN BOX OF DOMINOES,1.575265780730897,United Kingdom
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3.826041666666667,United Kingdom
21891,TRADITIONAL WOODEN SKIPPING ROPE,1.5807727272727272,United Kingdom
21892,TRADITIONAL WOODEN CATCH CUP GAME,1.6034285714285712,United Kingdom
21894,POTTING SHED SEED ENVELOPES,1.8145454545454545,United Kingdom
21895,POTTING SHED SOW 'N' GROW SET,4.24,United Kingdom
21896,POTTING SHED TWINE,2.3842608695652174,United Kingdom
21897,POTTING SHED CANDLE CITRONELLA,2.31,United Kingdom
21898,POTTING SHED ROSE CANDLE,2.3353571428571427,United Kingdom
21899,"KEY FOB , GARAGE DESIGN",0.8710452961672475,United Kingdom
21900,"KEY FOB , SHED",0.9480851063829788,United Kingdom
21901,"KEY FOB , BACK DOOR",0.8898422712933753,United Kingdom
21902,"KEY FOB , FRONT  DOOR",0.8821860465116278,United Kingdom
21903,MAN FLU METAL SIGN,2.501098901098901,United Kingdom
21904,HOUSE WRECKING METAL SIGN,2.016,United Kingdom
21905,MORE BUTTER METAL SIGN,1.401625,United Kingdom
21906,PHARMACIE FIRST AID TIN,9.565,United Kingdom
21907,I'M ON HOLIDAY METAL SIGN,2.293153638814016,United Kingdom
21908,CHOCOLATE THIS WAY METAL SIGN,2.5319747899159664,United Kingdom
21910,WAY OUT METAL SIGN,1.4666666666666666,United Kingdom
21911,GARDEN METAL SIGN,1.9578787878787878,United Kingdom
21912,VINTAGE SNAKES & LADDERS,4.917211055276382,United Kingdom
21913,VINTAGE SEASIDE JIGSAW PUZZLES,4.361,United Kingdom
21914,BLUE HARMONICA IN BOX,1.4309477124183008,United Kingdom
21915,RED  HARMONICA IN BOX,1.421112759643917,United Kingdom
21916,SET 12 RETRO WHITE CHALK STICKS,0.5456830601092896,United Kingdom
21917,SET 12 KIDS  WHITE CHALK STICKS,0.4968722466960352,United Kingdom
21918,SET 12 KIDS COLOUR  CHALK STICKS,0.5160477453580902,United Kingdom
21922,UNION STRIPE WITH FRINGE  HAMMOCK,9.143333333333333,United Kingdom
21923,UNKNOWN,0.0,United Kingdom
21925,UNION STRIPE CUSHION COVER,1.25,United Kingdom
21926,RED/CREAM STRIPE CUSHION COVER,1.2469354838709679,United Kingdom
21927,BLUE/CREAM STRIPE CUSHION COVER,1.2367889908256882,United Kingdom
21928,JUMBO BAG SCANDINAVIAN PAISLEY,2.6864590964590964,United Kingdom
21929,JUMBO BAG PINK VINTAGE PAISLEY,2.6679864253393664,United Kingdom
21930,JUMBO STORAGE BAG SKULLS,2.7840306834030684,United Kingdom
21931,JUMBO STORAGE BAG SUKI,2.73617671345995,United Kingdom
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2.069072847682119,United Kingdom
21933,PINK VINTAGE PAISLEY PICNIC BAG,2.06790973871734,United Kingdom
21934,SKULL SHOULDER BAG,2.1394430992736075,United Kingdom
21935,SUKI  SHOULDER BAG,2.3356203007518794,United Kingdom
21936,RED RETROSPOT PICNIC BAG,3.689227941176471,United Kingdom
21937,STRAWBERRY   PICNIC BAG,3.355938697318008,United Kingdom
21942,SKULLS DESIGN FLANNEL,1.3291346153846153,United Kingdom
21943,CAKES AND RABBITS DESIGN FLANNEL,1.2856,United Kingdom
21944,KITTENS DESIGN FLANNEL,1.1922772277227722,United Kingdom
21945,STRAWBERRIES  DESIGN FLANNEL,1.3124528301886793,United Kingdom
21946,PARTY TIME DESIGN FLANNEL,1.0136,United Kingdom
21947,SET OF 6 HEART CHOPSTICKS,1.6988535031847132,United Kingdom
21948,SET OF 6 CAKE CHOPSTICKS,1.904258064516129,United Kingdom
21949,SET OF 6 STRAWBERRY CHOPSTICKS,1.8067586206896553,United Kingdom
21955,DOORMAT UNION JACK GUNS AND ROSES,9.168653846153846,United Kingdom
21967,PACK OF 12 SKULL TISSUES,0.44693617021276594,United Kingdom
21972,SET OF 36 DINOSAUR PAPER DOILIES,1.681641791044776,United Kingdom
21973,SET OF 36 MUSHROOM PAPER DOILIES,1.4046874999999999,United Kingdom
21974,SET OF 36 PAISLEY FLOWER DOILIES,2.127193460490463,United Kingdom
21975,PACK OF 60 DINOSAUR CAKE CASES,0.6258899676375405,United Kingdom
21976,PACK OF 60 MUSHROOM CAKE CASES,0.838875,United Kingdom
21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.743374717832957,United Kingdom
21980,PACK OF 12 RED RETROSPOT TISSUES,0.40554817275747507,United Kingdom
21981,PACK OF 12 WOODLAND TISSUES,0.4811313868613138,United Kingdom
21982,PACK OF 12 SUKI TISSUES,0.47359673024523163,United Kingdom
21983,PACK OF 12 BLUE PAISLEY TISSUES,0.44717948717948713,United Kingdom
21984,PACK OF 12 PINK PAISLEY TISSUES,0.4694444444444444,United Kingdom
21985,PACK OF 12 HEARTS DESIGN TISSUES,0.4177389277389277,United Kingdom
21986,PACK OF 12 PINK POLKADOT TISSUES,0.4273298429319371,United Kingdom
21987,PACK OF 6 SKULL PAPER CUPS,0.7691011235955056,United Kingdom
21988,PACK OF 6 SKULL PAPER PLATES,1.0186153846153847,United Kingdom
21989,PACK OF 20 SKULL PAPER NAPKINS,1.1530088495575221,United Kingdom
21990,MODERN FLORAL STATIONERY SET,1.9934054054054053,United Kingdom
21991,BOHEMIAN COLLAGE STATIONERY SET,2.000704225352113,United Kingdom
21992,VINTAGE PAISLEY STATIONERY SET,2.0608126410835212,United Kingdom
21993,FLORAL FOLK STATIONERY SET,2.023014018691589,United Kingdom
22016,Dotcomgiftshop Gift Voucher £100.00,83.33,United Kingdom
22021,BLUE FELT EASTER EGG BASKET,1.7163513513513513,United Kingdom
22023,EMPIRE BIRTHDAY CARD,0.5986486486486486,United Kingdom
22024,RAINY LADIES BIRTHDAY CARD,0.5840930232558139,United Kingdom
22025,RING OF ROSES BIRTHDAY CARD,0.5465413533834587,United Kingdom
22026,BANQUET BIRTHDAY  CARD,0.5722981366459627,United Kingdom
22027,TEA PARTY BIRTHDAY CARD,0.5325340599455041,United Kingdom
22028,PENNY FARTHING BIRTHDAY CARD,0.5406390977443609,United Kingdom
22029,SPACEBOY BIRTHDAY CARD,0.524234404536862,United Kingdom
22030,SWALLOWS GREETING CARD,0.4621376811594203,United Kingdom
22031,BOTANICAL LAVENDER BIRTHDAY CARD,0.5176543209876543,United Kingdom
22032,BOTANICAL LILY GREETING CARD,0.4485,United Kingdom
22033,BOTANICAL ROSE GREETING CARD,0.41956521739130437,United Kingdom
22034,ROBIN CHRISTMAS CARD,0.3244444444444444,United Kingdom
22035,VINTAGE CARAVAN GREETING CARD,0.5547887323943662,United Kingdom
22036,UNKNOWN,0.0,United Kingdom
22037,ROBOT BIRTHDAY CARD,0.5297183098591549,United Kingdom
22038,BOTANICAL LAVENDER GIFT WRAP,0.42,United Kingdom
22039,BOTANICAL LILY GIFT WRAP,0.42,United Kingdom
22040,BOTANICAL ROSE GIFT WRAP,0.42,United Kingdom
22041,"RECORD FRAME 7"" SINGLE SIZE",3.6630623306233066,United Kingdom
22042,CHRISTMAS CARD SINGING ANGEL,0.4221951219512195,United Kingdom
22043,CHRISTMAS CARD SCREEN PRINT,0.28863636363636364,United Kingdom
22044,CHRISTMAS CARD STACK OF PRESENTS,0.2532432432432432,United Kingdom
22045,SPACEBOY GIFT WRAP,0.4186729857819905,United Kingdom
22046,TEA PARTY  WRAPPING PAPER,0.4189610389610389,United Kingdom
22047,EMPIRE GIFT WRAP,0.4179439252336449,United Kingdom
22048,BIRTHDAY BANQUET GIFT WRAP,0.41757575757575754,United Kingdom
22049,WRAP CHRISTMAS SCREEN PRINT,0.26999999999999996,United Kingdom
22050,PINK PAISLEY ROSE GIFT WRAP,0.3986046511627907,United Kingdom
22051,BLUE SCANDINAVIAN PAISLEY WRAP,0.4095,United Kingdom
22052,VINTAGE CARAVAN GIFT WRAP,0.3929032258064516,United Kingdom
22053,EMPIRE DESIGN ROSETTE,1.2286206896551726,United Kingdom
22055,MINI CAKE STAND  HANGING STRAWBERY,2.0631465517241376,United Kingdom
22057,CERAMIC PLATE STRAWBERRY DESIGN,1.418,United Kingdom
22059,CERAMIC STRAWBERRY DESIGN MUG,1.607135135135135,United Kingdom
22060,LARGE CAKE STAND HANGING HEARTS,5.267441860465116,United Kingdom
22061,LARGE CAKE STAND  HANGING STRAWBERY,10.203913043478261,United Kingdom
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1.5139759036144578,United Kingdom
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,3.63375,United Kingdom
22064,PINK DOUGHNUT TRINKET POT,2.107824427480916,United Kingdom
22065,CHRISTMAS PUDDING TRINKET POT,1.0594615384615385,United Kingdom
22066,LOVE HEART TRINKET POT,0.6787943262411347,United Kingdom
22067,CHOC TRUFFLE GOLD TRINKET POT,2.05,United Kingdom
22068,BLACK PIRATE TREASURE CHEST,2.371986301369863,United Kingdom
22069,BROWN  PIRATE TREASURE CHEST,3.196938775510204,United Kingdom
22070,SMALL RED RETROSPOT MUG IN BOX,4.165409836065574,United Kingdom
22071,SMALL WHITE RETROSPOT MUG IN BOX,3.799784946236559,United Kingdom
22072,RED RETROSPOT TEA CUP AND SAUCER,3.9578977272727274,United Kingdom
22073,RED RETROSPOT STORAGE JAR,4.8777027027027025,United Kingdom
22074,6 RIBBONS SHIMMERING PINKS,1.402189054726368,United Kingdom
22075,6 RIBBONS ELEGANT CHRISTMAS,1.7733990147783252,United Kingdom
22076,6 RIBBONS EMPIRE,1.611858407079646,United Kingdom
22077,6 RIBBONS RUSTIC CHARM,2.2077868852459015,United Kingdom
22078,RIBBON REEL LACE DESIGN,2.6029145728643215,United Kingdom
22079,RIBBON REEL HEARTS DESIGN,2.038753799392097,United Kingdom
22080,RIBBON REEL POLKADOTS,1.9502499999999998,United Kingdom
22081,RIBBON REEL FLORA + FAUNA,2.3087857142857144,United Kingdom
22082,RIBBON REEL STRIPES DESIGN,1.9838369304556354,United Kingdom
22083,PAPER CHAIN KIT RETROSPOT,3.7592532467532473,United Kingdom
22084,PAPER CHAIN KIT EMPIRE,3.206541850220264,United Kingdom
22085,PAPER CHAIN KIT SKULLS,3.175714285714286,United Kingdom
22086,PAPER CHAIN KIT 50'S CHRISTMAS,3.356532663316583,United Kingdom
22087,PAPER BUNTING WHITE LACE,3.344868804664723,United Kingdom
22088,PAPER BUNTING COLOURED LACE,3.551061224489796,United Kingdom
22089,PAPER BUNTING VINTAGE PAISLEY,3.489890909090909,United Kingdom
22090,PAPER BUNTING RETROSPOT,3.7674691358024694,United Kingdom
22091,EMPIRE TISSUE BOX,0.9602380952380952,United Kingdom
22092,BLUE PAISLEY TISSUE BOX,0.5719780219780219,United Kingdom
22093,MOTORING TISSUE BOX,0.6094478527607362,United Kingdom
22094,RED RETROSPOT TISSUE BOX,1.0586057692307693,United Kingdom
22095,LADS ONLY TISSUE BOX,1.149013157894737,United Kingdom
22096,PINK PAISLEY SQUARE TISSUE BOX,0.6500819672131147,United Kingdom
22097,SWALLOW SQUARE TISSUE BOX,0.6938311688311688,United Kingdom
22098,BOUDOIR SQUARE TISSUE BOX,0.9470652173913043,United Kingdom
22099,CARAVAN SQUARE TISSUE BOX,0.960943396226415,United Kingdom
22100,SKULLS SQUARE TISSUE BOX,1.1886440677966101,United Kingdom
22101,MIRROR MOSAIC VOTIVE HOLDER,2.2391428571428573,United Kingdom
22102,MIRROR MOSAIC T-LIGHT HOLDER,2.005,United Kingdom
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2.0165517241379307,United Kingdom
22104,MIRROR MOSAIC CANDLE PLATE,1.58,United Kingdom
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,3.8870588235294115,United Kingdom
22106,MIRROR MOSAIC HURRICANE LAMP,5.085714285714285,United Kingdom
22107,PIZZA PLATE IN BOX,4.21494623655914,United Kingdom
22108,PING! MICROWAVE PLATE,3.1066666666666665,United Kingdom
22109,FULL ENGLISH BREAKFAST PLATE,5.449475409836065,United Kingdom
22110,BIRD HOUSE HOT WATER BOTTLE,4.046262975778546,United Kingdom
22111,SCOTTIE DOG HOT WATER BOTTLE,5.7931345177664975,United Kingdom
22112,CHOCOLATE HOT WATER BOTTLE,6.054018161180477,United Kingdom
22113,GREY HEART HOT WATER BOTTLE,4.4007849829351535,United Kingdom
22114,HOT WATER BOTTLE TEA AND SYMPATHY,4.977835365853658,United Kingdom
22115,METAL SIGN EMPIRE TEA,2.34704347826087,United Kingdom
22116,METAL SIGN HIS DINNER IS SERVED,1.4663087248322146,United Kingdom
22117,METAL SIGN HER DINNER IS SERVED,2.8908333333333336,United Kingdom
22118,JOY WOODEN BLOCK LETTERS,5.188426966292135,United Kingdom
22119,PEACE WOODEN BLOCK LETTERS,6.3254128440366975,United Kingdom
22120,WELCOME  WOODEN BLOCK LETTERS,10.98857894736842,United Kingdom
22121,NOEL WOODEN BLOCK LETTERS,6.616928571428572,United Kingdom
22123,PING MICROWAVE APRON,3.0187804878048783,United Kingdom
22124,SET OF 2 TEA TOWELS PING MICROWAVE,2.4578947368421056,United Kingdom
22125,UNION JACK HOT WATER BOTTLE,7.84,United Kingdom
22127,PARTY CONES CARNIVAL ASSORTED,2.0496,United Kingdom
22128,PARTY CONES CANDY ASSORTED,1.373,United Kingdom
22129,PARTY CONES CANDY TREE DECORATION,1.9918,United Kingdom
22130,PARTY CONE CHRISTMAS DECORATION,1.7363793103448277,United Kingdom
22131,FOOD CONTAINER SET 3 LOVE HEART,2.8095286195286193,United Kingdom
22132,RED LOVE HEART SHAPE CUP,1.2030967741935483,United Kingdom
22133,PINK LOVE HEART SHAPE CUP,1.286390977443609,United Kingdom
22134,LADLE LOVE HEART RED,0.6503067484662577,United Kingdom
22135,LADLE LOVE HEART PINK,0.6762569832402234,United Kingdom
22136,LOVE HEART SOCK HANGER,2.269090909090909,United Kingdom
22137,BATHROOM SET LOVE HEART DESIGN,3.1242857142857146,United Kingdom
22138,BAKING SET 9 PIECE RETROSPOT,5.337461139896373,United Kingdom
22139,RETROSPOT TEA SET CERAMIC 11 PC,5.686883248730965,United Kingdom
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2.597863247863248,United Kingdom
22142,CHRISTMAS CRAFT WHITE FAIRY,1.739948717948718,United Kingdom
22143,UNKNOWN,0.0,United Kingdom
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2.577679856115108,United Kingdom
22145,CHRISTMAS CRAFT HEART STOCKING,0.7000000000000001,United Kingdom
22146,EASTER CRAFT IVY WREATH WITH CHICK,0.975,United Kingdom
22147,FELTCRAFT BUTTERFLY HEARTS,1.6318055555555555,United Kingdom
22148,EASTER CRAFT 4 CHICKS,2.2518848167539267,United Kingdom
22149,FELTCRAFT 6 FLOWER FRIENDS,2.4318551236749117,United Kingdom
22150,3 STRIPEY MICE FELTCRAFT,2.2729411764705882,United Kingdom
22151,PLACE SETTING WHITE HEART,0.5753197674418604,United Kingdom
22152,PLACE SETTING WHITE STAR,0.5464285714285714,United Kingdom
22153,ANGEL DECORATION STARS ON DRESS,0.5444604316546762,United Kingdom
22154,ANGEL DECORATION 3 BUTTONS,0.5421301775147929,United Kingdom
22155,STAR DECORATION RUSTIC,0.5735761589403974,United Kingdom
22156,HEART DECORATION WITH PEARLS,1.153065693430657,United Kingdom
22157,ANGEL DECORATION WITH LACE PADDED,0.7791666666666667,United Kingdom
22158,3 HEARTS HANGING DECORATION RUSTIC,3.330886075949367,United Kingdom
22161,HEART DECORATION RUSTIC HANGING,0.5970391061452515,United Kingdom
22162,HEART GARLAND RUSTIC PADDED,3.0970408163265306,United Kingdom
22163,HEART STRING MEMO HOLDER HANGING,1.7574803149606297,United Kingdom
22164,STRING OF STARS CARD HOLDER,3.3131250000000003,United Kingdom
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",11.879054054054054,United Kingdom
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,11.956966292134831,United Kingdom
22167,OVAL WALL MIRROR DIAMANTE,10.687515527950309,United Kingdom
22168,ORGANISER WOOD ANTIQUE WHITE,8.108426966292134,United Kingdom
22169,FAMILY ALBUM WHITE PICTURE FRAME,10.067506426735218,United Kingdom
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,7.71874074074074,United Kingdom
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,9.878778054862842,United Kingdom
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3.805364891518738,United Kingdom
22174,PHOTO CUBE,2.596676923076923,United Kingdom
22175,PINK OWL SOFT TOY,3.4561271676300582,United Kingdom
22176,BLUE OWL SOFT TOY,3.2519834710743805,United Kingdom
22178,VICTORIAN GLASS HANGING T-LIGHT,1.6522607879924953,United Kingdom
22179,SET 10 LIGHTS NIGHT OWL,8.937785234899328,United Kingdom
22180,RETROSPOT LAMP,11.258757396449703,United Kingdom
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,0.9781666666666666,United Kingdom
22182,CAKE STAND VICTORIAN FILIGREE SMALL,4.333870967741936,United Kingdom
22183,CAKE STAND VICTORIAN FILIGREE MED,5.934732824427481,United Kingdom
22184,CAKE STAND VICTORIAN FILIGREE LARGE,8.20921052631579,United Kingdom
22185,SLATE TILE NATURAL HANGING,1.9492073170731707,United Kingdom
22186,RED STAR CARD HOLDER,3.0193506493506495,United Kingdom
22187,GREEN CHRISTMAS TREE CARD HOLDER,3.932944162436548,United Kingdom
22188,BLACK HEART CARD HOLDER,4.3481578947368416,United Kingdom
22189,CREAM HEART CARD HOLDER,4.447984934086629,United Kingdom
22190,LOCAL CAFE MUG,2.180769230769231,United Kingdom
22191,IVORY DINER WALL CLOCK,8.838248847926268,United Kingdom
22192,BLUE DINER WALL CLOCK,9.007050938337802,United Kingdom
22193,RED DINER WALL CLOCK,9.22356076759062,United Kingdom
22194,BLACK DINER WALL CLOCK,9.151458333333332,United Kingdom
22195,LARGE HEART MEASURING SPOONS,2.3545646437994723,United Kingdom
22196,SMALL HEART MEASURING SPOONS,1.2196273291925464,United Kingdom
22197,SMALL POPCORN HOLDER,1.035633514986376,United Kingdom
22198,LARGE POPCORN HOLDER,2.0966019417475725,United Kingdom
22199,FRYING PAN RED RETROSPOT,5.283372781065089,United Kingdom
22200,FRYING PAN PINK POLKADOT,5.8919718309859155,United Kingdom
22201,FRYING PAN BLUE POLKADOT,4.250666666666667,United Kingdom
22202,MILK PAN PINK POLKADOT,5.101666666666667,United Kingdom
22203,MILK PAN RED RETROSPOT,4.444324324324325,United Kingdom
22204,MILK PAN BLUE POLKADOT,3.7065853658536585,United Kingdom
22206,"MUG , DOTCOMGIFTSHOP.COM",0.834,United Kingdom
22207,FRYING PAN UNION FLAG,6.13933962264151,United Kingdom
22208,WOOD STAMP SET THANK YOU,1.277673611111111,United Kingdom
22209,WOOD STAMP SET HAPPY BIRTHDAY,1.2027999999999999,United Kingdom
22210,WOOD STAMP SET BEST WISHES,1.130362694300518,United Kingdom
22211,WOOD STAMP SET FLOWERS,1.2916336633663366,United Kingdom
22212,FOUR HOOK  WHITE LOVEBIRDS,2.825072815533981,United Kingdom
22214,CANDLE PLATE LACE WHITE,2.6326785714285714,United Kingdom
22215,CAKE STAND WHITE TWO TIER LACE,8.513203883495146,United Kingdom
22216,T-LIGHT HOLDER WHITE LACE,1.1177941176470587,United Kingdom
22217,T-LIGHT HOLDER HANGING LACE,1.3016666666666667,United Kingdom
22218,UNKNOWN,2.125,United Kingdom
22219,LOVEBIRD HANGING DECORATION WHITE,1.1782046678635547,United Kingdom
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,9.994105263157895,United Kingdom
22221,CAKE STAND LOVEBIRD 2 TIER PINK,10.592264150943397,United Kingdom
22222,CAKE PLATE LOVEBIRD WHITE,5.441216216216216,United Kingdom
22223,CAKE PLATE LOVEBIRD PINK,5.30493670886076,United Kingdom
22224,WHITE LOVEBIRD LANTERN,3.7260479041916166,United Kingdom
22227,HANGING HEART MIRROR DECORATION,0.8901980198019802,United Kingdom
22228,BUNNY WOODEN PAINTED WITH BIRD,0.9301351351351351,United Kingdom
